Filename,Size,Unit
"18 Baños, Roque - The Rising Abomination's Rising.mp3",16.11,M
"15 Baños, Roque - Finding Mia.mp3",14.14,M
"13 Baños, Roque - Why Does My Face Hurt-.mp3",13.77,M
"07 Baños, Roque - Get Me Out Of Here.mp3",12.97,M
"01 Baños, Roque - I'll Rip Your Soul Out.mp3",11.16,M
"12 Baños, Roque - Three Ways To Save Her Soul.mp3",10.32,M
"06 Baños, Roque - Demon Rape.mp3",10.05,M
"08 Baños, Roque - You Are All Going To Die Tonight.mp3",8.73,M
"17 Baños, Roque - He's Coming.mp3",7.84,M
"19 Baños, Roque - The Pendant-Evil Tango.mp3",7.76,M
"02 Baños, Roque - Big Brother.mp3",7.72,M
"16 Baños, Roque - Come Back To Me.mp3",7,M
"03 Baños, Roque - Sad Memories.mp3",6.74,M
"05 Baños, Roque - Don't Say It, Don't Write It, Don't Hear It.mp3",6.58,M
"14 Baños, Roque - I'll Do What I Gotta Do.mp3",6.56,M
"10 Baños, Roque - He Won't Let You Out.mp3",6.34,M
"09 Baños, Roque - She Tried To Kill Me.mp3",5.85,M
"11 Baños, Roque - Bloody Kiss.mp3",5.49,M
"04 Baños, Roque - Finding The Book.mp3",5.06,M
"21 Baños, Roque - Come Back To Me (Alternate).mp3",4.76,M
"20 Baños, Roque - Main Theme.mp3",4.19,M
Cover.jpg,23.02,K
Info.nfo,4.76,K
