User Type,Username,Date,Text
,tomkra,2013-05-04T14:46Z,"Thanks, keep it up!!"
[V],Mr.Stifmeister,2013-05-04T14:59Z,"          Might & Magic Heroes VI: Shades of Darkness (c) Ubisoft

      05/2013 :..... RELEASE.DATE .. PROTECTION .......: UbiDRM
            1 :.......... DISC(S) .. GAME.TYPE ........: Strategy, RPG


Note:
~~~~~
Due to Ubisoft fuckup this release is not standalone - it requires
Might & Magic Heroes VI Gold Edition installed and updated to version 1.8.
Update 1.7.1 to 1.8 can be found in the /Update directory on the image.
All other DLCs are included and unlocked too.

--

A century after the tragic events of Might & Magic Heroes VI, that determined
the heroic fate of a dynasty, Shades of Darkness recounts, in two original
campaigns, pivotal moments in Ashan's darker history that will define the
future of a decadent underground people and decide the survival of the dying
cult of the Spider Queen. Determine the fates of two legendary factions; the
Dark Elves of Dungeon and the Necromancers of Necropolis.

Features
* Master the Powers of Darkness: Lead the new Dungeon faction on a path to
  define the destiny of the Dark Elves, as they seek to become masters of
  deception, stealth, and assassination. Their future lies with Malassa,
  the Dragon Goddess of Darkness. Befriend her mysterious children, the
  Faceless, and if you dare, awaken her avatars, the legendary Black
  Dragons!
* Ashan's Darkest Paths: Play two original and thrilling campaigns starring
  two fan-favorite factions and their legendary heroes pitted against
  villains of mythical stature. Discover the fascinating nuances of
  Darkness that the rich and proven fantasy setting of Might & Magic is
  excited to unveil. There is always an even darker path.
* Standalone Expansion and Ideal Initiation: an ideal way to discover the
  critically acclaimed gameplay of Might & Magic Heroes VI. Shades of
  Darkness is a standalone expansion and ideal epic initiation for first
  time players.


1. Unrar.
2. Burn or mount the image.
3. Install the game.
4. Copy over the cracked content from the /Crack directory on the image to
  your game install directory.
5. Play the game.
6. Support the software developers. If you like this game, BUY IT!
[/pre]"
[T],ILPruny,2013-05-04T14:59Z,"Might & Magic Heroes VI: Shades of Darkness (c) Ubisoft
05/2013: RELEASE.DATE .. PROTECTION: UbiDRM
1: DISC(S) .. GAME.TYPE: Strategy, RPG

Note:

Due to Ubisoft fuckup this release is not standalone - it requires
Might & Magic Heroes VI Gold Edition installed and updated to version 1.8
Update 1.7.1 to 1.8 can be found in the /Update directory on the image
All other DLCs are included and unlocked too

A century after the tragic events of Might & Magic Heroes VI, that determined
the heroic fate of a dynasty, Shades of Darkness recounts, in two original
campaigns, pivotal moments in Ashan's darker history that will define the
future of a decadent underground people and decide the survival of the dying
cult of the Spider Queen. Determine the fates of two legendary factions; the
Dark Elves of Dungeon and the Necromancers of Necropolis

Features
* Master the Powers of Darkness: Lead the new Dungeon faction on a path to
define the destiny of the Dark Elves, as they seek to become masters of
deception, stealth, and assassination. Their future lies with Malassa
the Dragon Goddess of Darkness. Befriend her mysterious children, the
Faceless, and if you dare, awaken her avatars, the legendary Black
Dragons!
* Ashan's Darkest Paths: Play two original and thrilling campaigns starring
two fan-favorite factions and their legendary heroes pitted against
villains of mythical stature. Discover the fascinating nuances of
Darkness that the rich and proven fantasy setting of Might & Magic is
excited to unveil. There is always an even darker path
* Standalone Expansion and Ideal Initiation: an ideal way to discover the
critically acclaimed gameplay of Might & Magic Heroes VI. Shades of
Darkness is a standalone expansion and ideal epic initiation for first
time players

1. Unrar
2. Burn or mount the image
3. Install the game
4. Copy over the cracked content from the /Crack directory on the image to
your game install directory
5. Play the game
6. Support the software developers. If you like this game, BUY IT!"
,XebroLeazier,2013-05-04T16:00Z,Does it have to be the Gold Edition? or not Gold Edition but patched up 1.8 is ok?
,Breaksense,2013-05-04T16:07Z,"Instead of putting that approved crap a game cover would be nice, or is it too much i ask?"
[T],lyrical1986,2013-05-04T16:29Z,This Is Just a Patch Guys
[V],Mr.Stifmeister,2013-05-04T16:35Z,"@Breaksense: Its uploaded by an automated bot so everyone here gets a release directly after its been released.
And making a script that finds a cover and upload it to bayimg isnt so easy to fix, well if you can do such script to this bot, your welcome.
Or else, enjoy this as it is, you are getting everything here for free so why complain...

To everyone else: Enjoy! :D"
,electropok,2013-05-04T17:21Z,"Seems to be the correct one.
Do not forget to install MM VI Gold edition before (version 1.8 and crack it before Shade of Darkness).

Enjoy !"
,Deermud,2013-05-04T18:25Z,"""All other DLCs are included and unlocked too.""

Does this mean we can finally get our hand on those dynasty weapons that required conflux ?"
,tribal86,2013-05-04T19:28Z,"i got HeroMaster 1.71 Gold Edition but it don't won't to install update on it...

""Can't apply patch because MMH VI is not yet installed."""
