Filename,Size,Unit
"Sultans of Swing; The Very Best of Dire Straits, Disc 2/01 Dire Straits - Calling Elvis.flac",52.64,M
"Sultans of Swing; The Very Best of Dire Straits, Disc 2/02 Dire Straits - Walk of Life.flac",37.92,M
"Sultans of Swing; The Very Best of Dire Straits, Disc 2/03 Dire Straits - Last Exit to Brooklyn.flac",10.75,M
"Sultans of Swing; The Very Best of Dire Straits, Disc 2/04 Dire Straits - Romeo and Juliet.flac",41.17,M
"Sultans of Swing; The Very Best of Dire Straits, Disc 2/05 Dire Straits - Sultans of Swing.flac",81.64,M
"Sultans of Swing; The Very Best of Dire Straits, Disc 2/06 Dire Straits - Brothers in Arms.flac",49.44,M
"Sultans of Swing; The Very Best of Dire Straits, Disc 2/07 Dire Straits - Money for Nothing.flac",44.29,M
"Sultans of Swing; The Very Best of Dire Straits, Disc 2/Folder.jpg",46.17,K
Sultans of Swing; The Very Best of Dire Straits/01 Dire Straits - Sultans of Swing.flac,40.17,M
Sultans of Swing; The Very Best of Dire Straits/02 Dire Straits - Lady Writer.flac,24.37,M
Sultans of Swing; The Very Best of Dire Straits/03 Dire Straits - Romeo and Juliet.flac,34.76,M
Sultans of Swing; The Very Best of Dire Straits/04 Dire Straits - Tunnel of Love.flac,52.92,M
Sultans of Swing; The Very Best of Dire Straits/05 Dire Straits - Private Investigations.flac,30.4,M
Sultans of Swing; The Very Best of Dire Straits/06 Dire Straits - Twisting by the Pool.flac,25.26,M
Sultans of Swing; The Very Best of Dire Straits/07 Dire Straits - Love Over Gold.flac,23.37,M
Sultans of Swing; The Very Best of Dire Straits/08 Dire Straits - So Far Away.flac,26.36,M
Sultans of Swing; The Very Best of Dire Straits/09 Dire Straits - Money for Nothing.flac,26.13,M
Sultans of Swing; The Very Best of Dire Straits/10 Dire Straits - Brothers in Arms.flac,25.56,M
Sultans of Swing; The Very Best of Dire Straits/11 Dire Straits - Walk of Life.flac,27.71,M
Sultans of Swing; The Very Best of Dire Straits/12 Dire Straits - Calling Elvis.flac,29,M
Sultans of Swing; The Very Best of Dire Straits/13 Dire Straits - Heavy Fuel.flac,34.72,M
Sultans of Swing; The Very Best of Dire Straits/14 Dire Straits - On Every Street.flac,25.76,M
Sultans of Swing; The Very Best of Dire Straits/15 Dire Straits - Your Latest Trick.flac,36.8,M
Sultans of Swing; The Very Best of Dire Straits/16 Dire Straits - Local Hero-Wild Theme.flac,24.79,M
Sultans of Swing; The Very Best of Dire Straits/Folder.jpg,236.75,K
