Filename,Size,Unit
"Ladies & Gentlemen; The Best of George Michael, Disc 1/01 George Michael - Jesus to a Child.mp3",12.86,M
"Ladies & Gentlemen; The Best of George Michael, Disc 1/02 George Michael - Father Figure.mp3",9.72,M
"Ladies & Gentlemen; The Best of George Michael, Disc 1/03 George Michael - Careless Whisper.mp3",10.51,M
"Ladies & Gentlemen; The Best of George Michael, Disc 1/04 George Michael - Don't Let the Sun Go Down on Me.mp3",11.26,M
"Ladies & Gentlemen; The Best of George Michael, Disc 1/05 George Michael - You Have Been Loved.mp3",10.62,M
"Ladies & Gentlemen; The Best of George Michael, Disc 1/06 George Michael - Kissing a Fool.mp3",8.1,M
"Ladies & Gentlemen; The Best of George Michael, Disc 1/07 George Michael - I Can't Make You Love Me.mp3",10.03,M
"Ladies & Gentlemen; The Best of George Michael, Disc 1/08 George Michael - Heal the Pain.mp3",9.19,M
"Ladies & Gentlemen; The Best of George Michael, Disc 1/09 George Michael - A Moment With You.mp3",11.05,M
"Ladies & Gentlemen; The Best of George Michael, Disc 1/10 George Michael - Desafinado.mp3",6.58,M
"Ladies & Gentlemen; The Best of George Michael, Disc 1/11 George Michael - Cowboys and Angels.mp3",13.56,M
"Ladies & Gentlemen; The Best of George Michael, Disc 1/12 George Michael - Praying for Time.mp3",9.59,M
"Ladies & Gentlemen; The Best of George Michael, Disc 1/13 George Michael - One More Try.mp3",10.49,M
"Ladies & Gentlemen; The Best of George Michael, Disc 1/14 George Michael - A Different Corner.mp3",8,M
"Ladies & Gentlemen; The Best of George Michael, Disc 1/Folder.jpg",22.98,K
"Ladies & Gentlemen; The Best of George Michael, Disc 2/01 George Michael - Outside.mp3",8.62,M
"Ladies & Gentlemen; The Best of George Michael, Disc 2/02 George Michael - As.mp3",9.8,M
"Ladies & Gentlemen; The Best of George Michael, Disc 2/03 George Michael - Fastlove.mp3",10.86,M
"Ladies & Gentlemen; The Best of George Michael, Disc 2/04 George Michael - Too Funky.mp3",6.98,M
"Ladies & Gentlemen; The Best of George Michael, Disc 2/05 George Michael - Freedom 90.mp3",12.5,M
"Ladies & Gentlemen; The Best of George Michael, Disc 2/06 George Michael - Star People '97.mp3",10.62,M
"Ladies & Gentlemen; The Best of George Michael, Disc 2/07 George Michael - Killer-Papa Was a Rollin' Stone.mp3",8.37,M
"Ladies & Gentlemen; The Best of George Michael, Disc 2/08 George Michael - I Want Your Sex, Pt. 2.mp3",8.89,M
"Ladies & Gentlemen; The Best of George Michael, Disc 2/09 George Michael - The Strangest Thing '97.mp3",8.53,M
"Ladies & Gentlemen; The Best of George Michael, Disc 2/10 George Michael - Fantasy.mp3",10.29,M
"Ladies & Gentlemen; The Best of George Michael, Disc 2/11George Michael - Spinning the Wheel.mp3",11.92,M
"Ladies & Gentlemen; The Best of George Michael, Disc 2/12 George Michael - Waiting for That Day-You Can't Always Get What You Want.mp3",10.06,M
"Ladies & Gentlemen; The Best of George Michael, Disc 2/13 George Michael - I Knew You Were Waiting (For Me).mp3",7.83,M
"Ladies & Gentlemen; The Best of George Michael, Disc 2/14 George Michael - Faith.mp3",6.36,M
"Ladies & Gentlemen; The Best of George Michael, Disc 2/15 George Michael - Somebody to Love.mp3",11.85,M
"Ladies & Gentlemen; The Best of George Michael, Disc 2/Folder.jpg",72.06,K
