User Type,Username,Date,Text
,.Chief,2013-06-01T23:38Z,thanks SaM love ya 
,amankmr03,2013-06-02T01:24Z,comment and rate the print guys ...
,wolf.man5,2013-06-02T15:05Z,Seeds Pleaseeeessssssss
,thepiratebayaashish,2013-06-02T15:40Z,@amankmr03>>> assh0le why don't you rate first! Monkeys like you dnt seed !
[V],Raider,2013-06-02T19:18Z,Thnx SaM !
,SaM--DDR,2013-06-02T19:44Z,"boring movie

a=7
v=7
m=2

nothing new in this movie...story line is boring nothing twist in ...."
,nobodynever,2013-06-03T00:38Z,"Why wont these movies, the people who make them and the idiots who watch them all just die already? "
,bigfoot45,2013-06-03T03:58Z,Get this gay Bollywood shit out of here!
,LordHLK,2013-06-03T10:29Z,"Superb SaM.... You make movies look good... I have a lot of faith on your movies... You deserve a scotch, if you do drink... Such a beautiful print on such a short notice... You surely are an amazing Pirate... Its an honor to have your downloads... Seeding for the next one week..."
,ssjsanthosh,2013-06-03T18:12Z,"@nobodynever,@bigfoot45 why dont you take your so called ""Entertainment"" and shove it up your ass and fuck yourselves you got no right to say india,bollywood or hindi sucks.....we dont say these things bout your fuckin torrents do we? learn some manners you milk colored faggots....yeah we can insult too "
,ssjsanthosh,2013-06-03T18:14Z,"oh almost forgot great job SaM and DDR all your uploads are simply awesome incl this one thx a lot :D
A-6
v-7
M-7
stop criticizing free shit people jeez thx again m8"
,Afzal8920,2013-06-04T01:19Z,Thanks
,neha.kl,2013-06-05T13:54Z,"Thanks a lot. Very good print in such short time after release. 
A-8
V-8
M-6

Movie is ok. Acting, location and songs are good but story the same old."
,ullasrock,2013-06-07T19:26Z,thanks..
,allen_dsouza,2013-06-11T06:43Z,"Sam Sam Sam...How can i thank u bro!! I can blindly download ur torrents, such are your torrents in a short time.

A-9 V-8"
,xarinl,2013-06-13T19:08Z,Has the SCR DVD been released? This may just be a cam print.
