User Type,Username,Date,Text
,gthsson,2013-02-01T00:20Z,Works like a charm. Thank you.
,DuhAzMan,2013-02-02T09:02Z,Serials are Blocked
,Dadisgod,2013-02-02T11:44Z,Work. Thank you.
,terrain23,2013-02-02T14:44Z,works like charm - thank you 
,fuckit08,2013-02-06T08:49Z,thanks
,Viciously,2013-02-07T12:38Z,Thanks.
,naeem.63,2013-02-11T12:17Z,GUYs! dont download it...the crack and patch and seriel noting works anymore....
,masterpiece007,2013-02-11T19:50Z,working perfect. +1
,FrozenApe,2013-02-12T20:58Z,"Ignore tards DuhAzMan and naeem.63 ignorant comments above, just now dl'd and confirm this works. 

Fools probably forgot to put the cracked .exe in the IDM folder. I put the 2nd serial in and worked perfect. Did not try the 1st serial so cannot vouch for that one. Thanks for the up TorDigger!! Working perfect on Win7-64."
,MaxiKexy,2013-02-14T10:22Z,thank you! it works great!
,FairCold,2013-02-14T12:42Z,tqvm sir
,Alchemistry,2013-02-17T20:28Z,works like a charm ;)
,Alchemistry,2013-02-17T20:30Z,may your holy seed spread throughout the world ^^
,qxPROxp,2013-03-03T20:02Z,Thanks!!!
