User Type,Username,Date,Text
,Viciously,2013-05-23T12:30Z,Thanks.
,trancelover83,2013-05-23T13:27Z,very much appreciated! thx
,NordicF1,2013-05-23T13:30Z,"That was fast, thanks. To bad so many people download at the same time, takes forever."
,WillSteel,2013-05-23T13:40Z,"sweet, thanks a ton.  i will seed this all weekend"
,NordicF1,2013-05-23T17:03Z,"4 hours and 65%, sooo slooow...."
,Viciously,2013-05-23T20:26Z,"The video starts just a few seconds before the light turns green and ends soon after the session ends. No commentary before or after.
"
,NordicF1,2013-05-23T21:14Z,Better then nothing. Only f1 torrents out there atm. I think most uploaders expect practice to be tomorrow.
,NordicF1,2013-05-23T21:16Z,"Taking its time to download, almost 8 hours now and im at 98%"
,Viciously,2013-05-23T21:27Z,...
,willix231,2013-05-23T22:08Z,Please seed people. 100 leechers and 5 seeders. We should all be embarrassed.Ill be leaving mine up for the next 24 hours if I can get passed my 99% stall
,willix231,2013-05-23T22:10Z,Please seed people. 1000 leechers and 5 seeders. We should all be embarrassed.Ill be leaving mine up for the next 24 hours if I can get passed my 99% stall
,chem_101,2013-05-24T22:43Z,Seed!  Thank you IAMH67!
,chem_101,2013-05-25T01:03Z,Seeding until FP3 comes out at least.
,str8885,2013-05-25T08:00Z,This is P1 of Monaco GP but the quality is shocking
