User Type,Username,Date,Text
,dante116,2013-05-24T20:13Z,Head shot !!!!
,cindos,2013-05-24T20:25Z,http://www.imdb.com/title/tt1308729/
,freeegatee,2013-05-25T01:45Z,Thanks much
,ALIBABA_69,2013-05-25T06:08Z,"Thank ya! oh and BTW, Stallone ROCKS!!!"
,boragwak,2013-05-25T07:29Z,thanks men
,Typhos,2013-05-25T08:07Z,Thanks!
,notgaym82,2013-05-26T13:28Z,EZ u need to do ur maxspeed ups more often...
,lebullstud,2013-05-27T01:13Z,"Thank you again extremezone. A special thank you for including the English subtitle.
A10/10, V10/10, M10/10. 
No viruses by AVG."
,Criminet2,2013-05-28T18:42Z,no virus .. avi .. lol
,celina20,2013-05-30T21:49Z,Thanks
