Filename,Size,Unit
01. Charlie Barnet and His Orchestra - Smiles.flac,9.12,M
02. Charlie Barnet and His Orchestra - Shady Lady.flac,8.06,M
03. Charlie Barnet and His Orchestra - That Old Black Magic.flac,9.05,M
"04. Charlie Barnet and His Orchestra - Oh, Miss Jaxson.flac",8.43,M
05. Charlie Barnet and His Orchestra - Things Ain't What They Used to Be.flac,7.24,M
06. Charlie Barnet and His Orchestra - The Moose.flac,6.89,M
07. Charlie Barnet and His Orchestra - Pow Wow.flac,7.8,M
08. Charlie Barnet and His Orchestra - The Great Lie.flac,8.99,M
09. Charlie Barnet and His Orchestra - Drop Me Off in Harlem.flac,6.83,M
10. Charlie Barnet and His Orchestra - Gulf Coast Blues.flac,8.51,M
11. Charlie Barnet and His Orchestra - Skyliner.flac,9.28,M
12. Charlie Barnet and His Orchestra - Into Each Life Some Rain Must Fall.flac,7.1,M
13. Charlie Barnet and His Orchestra - You Always Hurt the One You Love.flac,7.77,M
14. Charlie Barnet and His Orchestra - West End Blues.flac,7.68,M
15. Charlie Barnet and His Orchestra - Desert Sands.flac,9.08,M
16. Charlie Barnet and His Orchestra - E-Bob-O-Lee-Bob.flac,7.18,M
17. Charlie Barnet and His Orchestra - Andy's Boogie.flac,9.56,M
18. Charlie Barnet and His Orchestra - Dark Bayou.flac,6.67,M
19. Charlie Barnet and His Orchestra - Zanesville Zohio ZZZ.flac,8.82,M
20. Charlie Barnet and His Orchestra - Lonesome as the Night Is Long.flac,9.63,M
Charlie Barnet and His Orchestra - Drop Me Off in Harlem.m3u8,2.53,K
Drop Me Off In Harlem info.rtf,3.71,K
Drop Me Off In Harlem.jpg,56.11,K
