Filename,Size,Unit
CD 1/01 - Breaking Up Is Hard To Do_[plixid.com].mp3,2.62,M
CD 1/02 - Little Yellow Aeroplane_[plixid.com].mp3,3.22,M
CD 1/03 - Chapel Of Love_[plixid.com].mp3,2.88,M
CD 1/04 - Sandy_[plixid.com].mp3,2.54,M
CD 1/05 - All I Have To Do Is Dream_[plixid.com].mp3,3.14,M
CD 1/06 - Bang-A-Boomerang_[plixid.com].mp3,2.62,M
CD 1/07 - Extra Extra (Read All About It)_[plixid.com].mp3,2.51,M
CD 1/08 - Dance (While The Music Still Goes On)_[plixid.com].mp3,3.19,M
CD 1/09 - Let It Be Me_[plixid.com].mp3,3.35,M
CD 1/10 - Save The Last Dance For Me_[plixid.com].mp3,2.81,M
CD 1/11 - Do You Wanna Dance - Medley_[plixid.com].mp3,3.19,M
CD 1/12 - Tell Laura I Love Her_[plixid.com].mp3,3.5,M
CD 1/13 - Be My Baby_[plixid.com].mp3,3.34,M
CD 1/14 - If We Only Had The Time_[plixid.com].mp3,3.42,M
CD 1/15 - A Flower In My Garden_[plixid.com].mp3,2.89,M
CD 2/01 - Can't Stop Myself (From Loving You)_[plixid.com].mp3,3.26,M
CD 2/02 - Take Good Care Of My Baby_[plixid.com].mp3,2.56,M
CD 2/03 - I Only Wanna Be With You_[plixid.com].mp3,2.73,M
CD 2/04 - It's My Party_[plixid.com].mp3,3.29,M
CD 2/05 - Tears On My Pillow_[plixid.com].mp3,3.51,M
CD 2/06 - Speedy Gonzales_[plixid.com].mp3,2.51,M
CD 2/07 - Dream Lover_[plixid.com].mp3,3.02,M
CD 2/08 - Love Songs_[plixid.com].mp3,3.79,M
CD 2/09 - Bodytouch_[plixid.com].mp3,3.45,M
CD 2/10 - Love Is_[plixid.com].mp3,3.79,M
CD 2/11 - Sandy Party Mix_[plixid.com].mp3,4.81,M
CD 2/12 - The Two Of Us_[plixid.com].mp3,3.5,M
CD 2/13 - T+ñnk Om Jorden_[plixid.com].mp3,4.21,M
Svenne & Lotta - 2000 - The Great Collection [back]_[plixid.com].jpg,471.6,K
Svenne & Lotta - 2000 - The Great Collection [front]_[plixid.com].jpg,350.36,K
