Filename,Size,Unit
aja001_100065_aja.zip,16.35,M
aja001_100082_aja.zip,15.87,M
aja001_101140_aja.zip,19.48,M
aja001_101569_aja.zip,10.37,M
aja001_102034_aja.zip,16.05,M
aja001_108394_aja.zip,9.19,M
aja001_108395_aja.zip,9.09,M
aja001_108607_aja.zip,17.62,M
aja001_110928_aja.zip,17.84,M
aja001_113766_aja.zip,17.61,M
aja001_114639_aja.zip,17.93,M
aja001_114640_aja.zip,15.77,M
aja001_114899_aja.zip,18.48,M
aja001_24056_aja.zip,8.43,M
aja001_24057_aja.zip,6.28,M
aja001_24058_aja.zip,4.96,M
aja001_24059_aja.zip,7.33,M
aja001_24060_aja.zip,5.75,M
aja001_24061_aja.zip,7.26,M
aja001_24062_aja.zip,10.83,M
aja001_24064_aja.zip,10.82,M
aja001_34467_aja.zip,11.19,M
aja001_34468_aja.zip,12.16,M
aja001_34469_aja.zip,9.21,M
aja001_34470_aja.zip,10.33,M
aja001_34471_aja.zip,9.24,M
aja001_34472_aja.zip,10.02,M
aja001_34473_aja.zip,7.95,M
aja001_34474_aja.zip,7.62,M
aja001_34475_aja.zip,12.56,M
aja001_34476_aja.zip,8.58,M
aja001_34477_aja.zip,9.58,M
aja001_34478_aja.zip,9.31,M
aja001_34479_aja.zip,8.28,M
aja001_34480_aja.zip,9.46,M
aja001_34482_aja.zip,6.95,M
aja001_34483_aja.zip,9.55,M
aja001_34484_aja.zip,8.63,M
aja001_34485_aja.zip,7.1,M
aja001_34486_aja.zip,10.84,M
aja001_34488_aja.zip,10.91,M
aja001_34489_aja.zip,8.36,M
aja001_34490_aja.zip,7.71,M
aja001_34491_aja.zip,9.34,M
aja001_34492_aja.zip,10.11,M
aja001_34493_aja.zip,9.06,M
aja001_34494_aja.zip,3.98,M
aja001_34495_aja.zip,5.19,M
aja001_34496_aja.zip,3.34,M
aja001_34497_aja.zip,10.36,M
aja001_34498_aja.zip,10.95,M
aja001_34499_aja.zip,5.69,M
aja001_34500_aja.zip,7.69,M
aja001_34501_aja.zip,8.83,M
aja001_51731_aja.zip,17.08,M
aja001_55097_aja.zip,6.98,M
aja001_56475_aja.zip,8.87,M
aja001_56636_aja.zip,10.15,M
aja001_83306_aja.zip,12.86,M
aja001_83307_aja.zip,12.84,M
aja001_83308_aja.zip,13.05,M
aja001_83309_aja.zip,10.73,M
aja001_83311_aja.zip,11.71,M
aja001_83312_aja.zip,14.49,M
aja001_83427_aja.zip,1.6,M
aja001_83428_aja.zip,13.85,M
aja001_83429_aja.zip,10.58,M
aja001_86089_aja.zip,8.19,M
aja001_86102_aja.zip,26.22,M
aja001_94288_aja.zip,11.46,M
aja001_94314_aja.zip,14.74,M
aja001_94318_aja.zip,13.01,M
aja001_94327_aja.zip,18.93,M
aja001_94341_aja.zip,15.12,M
aja001_94356_aja.zip,15.39,M
aja001_94361_aja.zip,11.53,M
aja001_94372_aja.zip,10.91,M
